typeClass,disorder,medicine,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15,symptom16,symptom17,symptom18,symptom19,symptom20,symptom21,symptom22,symptom23,symptom24,symptom25,symptom26,symptom27,symptom28,symptom29,symptom30,symptom31,symptom32,symptom33,symptom34,symptom35,symptom36,symptom37,symptom38,symptom39,symptom40,symptom41,symptom42,symptom43,symptom44,symptom45,symptom46,symptom47,symptom48,symptom49,symptom50,symptom51,symptom52,symptom53,symptom54,symptom55,symptom56,symptom57,symptom58,symptom59,symptom60,symptom61,symptom62,symptom63,symptom64,symptom65,symptom66,symptom67,symptom68,symptom69,symptom70,symptom71,symptom72,symptom73,symptom74,symptom75,symptom76
Educate_patients_to_keep_the_ears_completely_dry_(may_suggest_placing_a_cotton_ball_coated_in_petroleum_jelly_in_ear_canals_during_showering)_and_avoiding_swimming_for_2-3_weeks.
Provide_analgesia
Acetaminophen_10-15_mg/kg_every_6_hours_as_needed_(maximum_daily_dose_75_mg/kg_and_not_to_exceed_3,000_mg_per_day)
Ibuprofen_10_mg/kg_every_6_to_8_hours_as_needed_(maximum_daily_dose_40_mg/kg).
Malignant_otitis_externa
Consult_otolaryngology_immediately.
Order_anti-pseudomonal_intravenous_antibiotics_(often_for_at_least_6_weeks).
Consider_using_a_third-generation_cephalosporin_such_as_ceftazidime_or_fourth-generation_cephalosporin_such_as_cefepime_with_antipseudomonal_activity_in_cases_of_ciprofloxacin_resistance_or_if_ciprofloxacin_is_contraindicated.
Treat_with_one_of_the_following:
Ciprofloxacin_400_mg_intravenous_every_8_hours
Piperacillin-tazobactam_4.5_g_intravenous_every_6_hours
Ceftazidime_2_g_intravenous_every_8_hours
Cefepime_2_g_intravenous_every_8_to_12_hours
The_combined_use_of_semi-synthetic_penicillin_(eg,_piperacillin-tazobactam)_and_aminoglycoside_(eg,_neomycin,_gentamicin)_is_generally_only_recommended_if_multi-resistance_is_shown_in_an_antibiogram_and_can_be_discussed_with_otolaryngology.
Consult_otolaryngology_for_debridement_of_necrotic_tissue.
Consider_hyperbaric_oxygen_treatment.
For_patients_who_are_diabetic,_control_of_blood_sugar_is_an_important_factor_in_improving_outcomes.",Perform_a_thorough_head,eyes,ears,nose,and_throat_exam,Look_for:,Pain_with_palpation_of_the_outer_ear_(pinna,tragus),Otorrhea_and_debris_in_the_external_auditory_canal,External_auditory_canal_edema;_canal_may_be_swollen_shut,Look_at_the_tympanic_membrane_and_note_whether_it_is_intact_or_perforated,"as_treatment_differs
Assess_vital_signs",Severe_cases_can_be_associated_with_fever_and_sepsis,Perform_a_thorough_head,eyes,ears,nose,and_throat_exam,Look_for,PEARLS,Exquisite_tenderness_of_the_ear_with_manipulation,Granulation_tissue_in_the_external_auditory_canal,Foul-smelling_purulent_drainage_from_the_ear_canal,Tenderness_of_the_ipsilateral_temporal_bones_and/or_mastoid,Trismus_(if_spread_to_the_temporomandibular_joint),Look_for_meningeal_signs_(fever,photophobia,and_neck_stiffness),Severe_cases_can_be_associated_with_meningitis,Look_for_cranial_nerve_palsies_or_other_focal_neurological_findings,Severe_cases_can_be_associated_with_cranial_nerve_palsies_(most_commonly_cranial_nerve_VII)_and_vertigo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

101,Parotitis,"Treatment_depends_on_the_etiology.
Acute_suppurative_(bacterial)_parotitis
If_patient_is_well_appearing,_immunocompetent,_and_able_to_tolerate_oral_intake,_treat_with_one_of_the_following:
Monotherapy
Amoxicillin-clavulanate_875_mg_by_mouth_every_12_hours
Polydrug_regimens:
Regimen_1
Clindamycin_300-450_mg_by_mouth_every_8_hours
Ciprofloxacin_500_mg_by_mouth_every_12_hours
Regimen_2
Linezolid_600_mg_by_mouth_every_12_hours
Moxifloxacin_400_mg_by_mouth_every_24_hours
If_a_patient_is_systemically_ill_or_unable_to_tolerate_oral_antibiotics,_administer_an_intravenous_crystalloid_bolus_and_treat_with_antibiotics.
For_immunocompetent_and_community-acquired_infections_treat_with_one_of_the_following:
Monotherapy
Ampicillin-sulbactam_3_g_intravenous_every_6_hours
Polydrug_regimen
Cefuroxime_1.5_g_intravenous_every_8_hours
Metronidazole_500_mg_intravenous_every_8_hours
If_there_is_concern_for_methicillin-resistant_Staphylococcus_aureus,_add_one_of_the_following:
Clindamycin_900_mg_intravenous_every_8_hours
Linezolid_600_mg_intravenous_every_12_hours
Vancomycin_loading_dose_of_25-30_mg/kg_intravenous_followed_by_15-20_mg/kg_intravenous_every_8_to_12_hours
For_immunocompromised_or_hospital-acquired_infections,_treat_with_one_of_the_following_regimens:
Regimen_1
Vancomycin_loading_dose_of_25-30_mg/kg_intravenous_followed_by_15-20_mg/kg_intravenous_every_8_to_12_hours
Cefepime_2_g_intravenous_every_12_hours
Metronidazole_500_mg_intravenous_every_8_hours
Regimen_2
Linezolid_600_mg_intravenous_every_12_hours
Piperacillin-tazobactam_4.5_g_intravenous_every_6_hours
Standard_duration_of_treatment_is_10-14_days.
Consult_otorhinolaryngology_(ear,_nose,_and_throat).
Viral_parotitis
Treatment_is_primarily_supportive.
Antipyretics_and_analgesics
Acetaminophen_650-1000_mg_by_mouth_every_6_hours_as_needed
Ibuprofen_600_mg_by_mouth_every_6_to_8_hours_as_needed
Pain_not_responding_to_the_above_may_require_opioid_analgesics.
Autoimmune_parotitis
Antibiotics_should_be_administered_only_if_concomitant_infectious_parotitis_is_suspected.
Patients_should_be_referred_for_specialist_evaluation_for_systemic_corticosteroid_therapy.
No_urgent_treatment_is_needed.",Acute_suppurative_(bacterial)_parotitis,Look_for_a_unilateral_visibly_swollen_and_tender_lower_face_in_the_region_of_the_parotid_gland_with_possible_erythema._Palpate_for_tenderness_and_firmness_over_the_parotid_gland,Check_for_associated_fever_or_trismus,PEARLS,Look_for,or_provoke_by_milking,purulent_drainage_from_Stensen?s_duct,Viral_parotitis,Look_for_unilateral_lower_face_swelling_that_becomes_bilateral_in_90%_of_cases,No_purulent_discharge_from_Stensen?s_duct,Assess_for_testicular_swelling_and/or_tenderness,Mumps_parotitis_is_associated_with_orchitis_in_20%-30%_of_males_>8_years_old,Autoimmune_parotitis,Look_for_gradual_bilateral_lower_facial_swelling_with_tenderness_to_palpation,Look_for_signs_of_Sjgren_syndrome_(dry_eye,dry_mouth,chronic_salivary_or_lacrimal_gland_swelling),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

102,Perforation_of_the_Tympanic_Membrane,"In_the_absence_of_the_above_concerning_features,_treatment_includes_the_following:
Expectant_management_(most_cases_heal_spontaneously_within_4_weeks)
The_mainstays_of_therapy_include_pain_management_with_acetaminophen_or_nonsteroidal_anti-inflammatory_drugs_and_precautions_to_keep_water_out_of_the_ear.
Educate_patients_to_keep_the_ears_completely_dry_(may_suggest_placing_a_cotton_ball_coated_in_petroleum_jelly_in_the_external_ear_canal_during_showering)_and_avoid_swimming_for_2-3_weeks._Because_perforation_predisposes_the_inner_ear_to_infection,_it_is_important_for_the_ear_to_be_kept_dry.
Advise_patients_to_avoid_forceful_nose_blowing_or_forceful_Valsalva.
For_contaminated_wounds_or_wounds_in_which_there_is_suspected_water_entry_into_the_middle_ear_cavity
Give_tetanus-diphtheria-acellular_pertussis_(Tdap)_0.5_mL_booster_intramuscular_if_it_has_been_more_than_5_years_since_the_last_booster_or_if_the_completion_status_of_the_primary_series_is_unknown._For_a_tetanus-prone_wound,_also_given_tetanus_immune_globulin_with_Tdap.
Antibiotic_ear_drops:_Ofloxacin;_instill_5_drops_in_the_affected_ear(s)_every_12_hours_for_3-5_days.
If_tympanic_membrane_perforation_is_due_to_suppurative_complications_of_otitis_media,_prescribe_an_oral_antibiotic.
First_line:_Amoxicillin_40-45_mg/kg_by_mouth_every_12_hours
Follow_up_with_a_primary_care_physician_to_ensure_complete_healing_and_resolution_of_hearing_loss.",Perform_an_ear_examination_with_good_visualization_of_the_tympanic_membrane,Otoscopy_will_show_a_tear_in_the_tympanic_membrane,with_possible_purulent_or_bloody_otorrhea,Perforations_most_commonly_occur_in_the_pars_tensa_portion_of_the_tympanic_membrane._The_location_of_the_perforation_within_this_area_varies_by_the_etiology_of_the_rupture,Clear_cerumen,debris,and_discharge_from_the_external_canal_to_visualize_the_entire_tympanic_membrane,PITFALLS,If_a_blood_clot_is_visualized_in_the_ear_canal_on_otoscopy,the_clot_should_not_be_removed_until_the_patient_has_been_evaluated_by_an_otolaryngologist,Document_the_perforation_size_in_terms_of_percentage_relative_to_the_entire_tympanic_membrane,Avoid_irrigation_if_tympanic_membrane_perforation_is_suspected,Perform_a_neurological_examination,Look_for_any_cranial_nerve_abnormalities_or_loss_of_hearing,Look_for_ataxia_or_nystagmus,Perform_a_head_and_neck_evaluation,looking_for_any_other_signs_of_trauma,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

103,Perichondritis,"Remove_any_foreign_bodies_(eg,_piercings).
We_recommend_consultation_with_otolaryngology_in_clinically_ill-appearing_patients_and_for_incision_and_drainage_of_the_abscess_and/or_cartilage_tissue_debridement_or_as_needed_and_possible_hyperbaric_oxygen_therapy,_if_available.
Antibiotics_need_to_include_anti-pseudomonal_coverage
The_initial_dose_should_be_intravenous_in_cases_of_perichondritis.
Fluoroquinolones_are_the_preferred_antibiotics._Choose_one_of_the_following:
Ciprofloxacin_400_mg_intravenous_every_12_hours
Levofloxacin_750_mg_intravenous_every_24_hours
Alternative_antibiotics_if_a_fluoroquinolone_cannot_be_used_(choose_one_of_the_following):
Cefepime_2,000_mg_intravenous_every_12_hours
Ceftazidime_2,000_mg_intravenous_every_8_hours
Meropenem_1,000_mg_intravenous_every_8_hours
Piperacillin-tazobactam_4.5_g_intravenous_every_8_hours
If_there_is_a_concern_for_methicillin-sensitive_Staphylococcus_aureus_infection,_add_an_additional_antibiotic_to_above_as_combination_therapy._Include_one_of_the_following:
Clindamycin_900_mg_intravenous_every_8_hours
Linezolid_600_mg_intravenous_every_12_hours
Vancomycin_20-35_mg/kg/dose_intravenous_as_a_loading_dose_(maximum_dose_3,000_mg)_followed_by_a_maintenance_dose_of_15-20_mg/kg_intravenous_every_8_or_12_hours
Pediatric_dose_(choose_one_of_the_following):
Ciprofloxacin_10_mg/kg/dose_intravenous_every_12_hours_(maximum_400_mg_per_dose)
Levofloxacin:_dose_based_on_age
6_months_to_<5_years:_10_mg/kg/dose_intravenous_every_12_hours_(maximum_dose_375_mg)
ò5_years:_10_mg/kg/dose_intravenous_every_24_hours_(maximum_dose_750_mg)
Cefepime_50_mg/kg/dose_intravenous_every_12_hours_(maximum_dose_2,000_mg)
Ceftazidime_50_mg/kg/dose_intravenous_every_8_hours_(maximum_dose_2,000_mg)
Meropenem_20_mg/kg/dose_intravenous_every_8_hours_(maximum_dose_1,000_mg)
Piperacillin-tazobactam:_dose_based_on_age_and_weight.
2_months_to_9_months:_80_mg/kg/dose_(based_on_piperacillin_component)_intravenous_every_8_hours_(maximum_dose_3,000_mg_piperacillin)
>9_months_or_weighing_ó40_kg:_100_mg/kg/dose_(based_on_piperacillin_component)_intravenous_every_8_hours_(maximum_dose_3,000_mg_piperacillin)
>40_kg:_3,000_mg_piperacillin_intravenous_every_6_hours
If_there_is_a_concern_for_methicillin-sensitive_Staphylococcus_aureus_infection,_add_an_additional_antibiotic_to_above_as_combination_therapy._Include_one_of_the_following:
Clindamycin_13_mg/kg/dose_intravenous_every_8_hours_(maximum_dose_900_mg)
Linezolid:_dose_based_on_age:
ó11_years:_10_mg/kg_intravenous_every_8_hours_(maximum_dose_600_mg)
>12_years:_600_mg_intravenous_every_12_hours
Vancomycin_20-35_mg/kg/dose_intravenous_as_a_loading_dose_(maximum_dose_3,000_mg)_followed_by_a_maintenance_dose:_15-20_mg/kg_intravenous_every_8_or_12_hours
If_the_patient_has_systemic_signs_of_infection_(fever,_toxic_appearance)_or_has_worsening_infection_despite_oral_therapy,_continued_parenteral_antibiotics_may_be_required.
Patients_with_an_abscess,_antibiotic_treatment_failure,_severe_disease,_or_any_other_complication,_require_ED_otolaryngology_consultation_due_to_the_risk_of_treatment_failure_and_possible_disfigurement.
PEARLS
For_cases_of_mild_disease,_consider_an_otolaryngology_consultation_for_discussion_of_outpatient_antibiotic_treatment_and_to_arrange_prompt_follow-up.
Choose_one_of_the_following:
Ciprofloxacin_500_mg_by_mouth_every_12_hours
Duration_of_therapy:_10_days_(a_longer_course_up_to_several_weeks_may_be_needed)
Levofloxacin_750_mg_by_mouth_every_12_hours
Duration_of_therapy:_10_days_(a_longer_course_up_to_several_weeks_may_be_needed)
Pediatric_dose_(choose_one_of_the_following):
Ciprofloxacin_15_mg/kg/dose_by_mouth_every_12_hours_(maximum_500_mg_per_dose)
Duration_of_therapy:_10_days_(longer_course_up_to_several_weeks_may_be_needed)
Levofloxacin:_dose_based_on_age
6_months_to_<5_years:_8-10_mg/kg/dose_intravenous_every_12_hours_(maximum_dose_375_mg)
ò5_years:_8-10_mg/kg/dose_intravenous_every_24_hours_(maximum_dose_750_mg)
Duration_of_therapy:_10_days_(longer_course_up_to_several_weeks_may_be_needed)",Examine_the_outer_ear,Look_for_erythema_and_induration_of_the_pinna,with_sparing_of_the_lobule,Involvement_of_the_lobule_may_indicate_otitis_externa,Palpate_for_tenderness_and_fluctuance,In_later_stages,fluctuance_may_be_palpable_due_to_abscess_formation,Look_for_a_foreign_body_(eg,piercing)_of_the_outer_ear,Examine_the_internal_ear,The_ear_canal_and_tympanic_membrane_are_usually_normal;_if_they_are_abnormal,consider_other_diagnoses_such_as_otitis_media,otitis_externa,or_necrotizing_otitis_externa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

104,Peritonsillar_Abscess,"Patients_with_frank_or_impending_airway_obstruction_require_urgent_airway_management.
ED_management_of_a_peritonsillar_abscess_typically_involves_antibiotics_plus_either_needle_aspiration_or_incision_and_drainage.
Although_high-quality_data_are_lacking,_needle_aspiration_seems_to_be_the_most_commonly_performed_first-line_approach_for_peritonsillar_abscess_drainage.
PITFALLS
Avoid_damaging_the_internal_carotid_artery_when_draining_a_peritonsillar_abscess._Consider_cutting_the_last_1.5_cm_off_the_needle_protector_and_replacing_the_protector_over_the_needle_before_aspiration._The_protector_acts_as_a_depth_marker_and_prevents_deep_insertion.
For_illumination,_the_patient_can_hold_a_laryngoscope_or_the_bottom_half_of_a_disposable_plastic_speculum_with_a_light_source_over_the_top_of_their_tongue.
See_Peritonsillar_Drainage_for_a_needle_aspiration_demonstration.
PEARLS
Patients_with_a_peritonsillar_abscess_<2_cm_who_have_not_already_received_antibiotics_as_treatment_for_this_peritonsillar_abscess_and_are_able_to_take_liquids_and_solids_by_mouth_may_undergo_a_trial_of_non-operative_management_with_antibiotics_and_observation.
Parenteral_corticosteroids_reduce_pain_and_may_prompt_a_faster_recovery,_although_data_are_limited.
Dexamethasone_intravenous_(maximum_dose_10_mg)_or
Methylprednisolone_2-3_mg/kg_intravenous
Antibiotics_should_cover_Streptococcus_and_Staphylococcus_in_addition_to_anaerobes._Choose_one_of_the_following:
Ampicillin-sulbactam_3_g_intravenous_every_6_hours
Piperacillin-tazobactam_4.5_g_intravenous_every_8_hours
Clindamycin_900_mg_intravenous_every_8_hours
If_discharged,_patients_can_be_transitioned_to_one_of_the_oral_antibiotics.
Amoxicillin-clavulanate_875_mg_by_mouth_every_12_hours
Clindamycin_300_mg_every_6_to_8_hours
Duration_of_therapy_is_10_to_14_days
Consider_otolaryngology_consultation_for_any_signs_of_current_or_impending_airway_compromise,_diagnostic_uncertainty_(such_as_concern_for_malignancy),_imaging_revealing_extension_of_the_infection_beyond_the_peritonsillar_space,_recurrence_of_prior_peritonsillar_abscess,_patients_with_altered_facial_anatomy,_if_initial_attempt_at_drainage_was_unsuccessful_or_for_any_unanticipated_complications_during_the_attempted_drainage.",Assess_for_signs_of_airway_compromise:,Drooling,Muffled_voice,Stridor,Hypoxia,Sniffing_position_(sitting_upright_with_neck_extended),Assess_for_trismus,Trismus_occurs_in_up_to_two-thirds_of_patients,Look_for_unilateral_peritonsillar_swelling_(often_with_unilateral_exudates)_with_contralateral_uvular_displacement,which_is_classic,Rare_cases_of_bilateral_peritonsillar_abscesses_(with_midline_uvula)_have_been_reported,An_aberrant_internal_carotid_artery_can_mimic_the_appearance_of_a_peritonsillar_abscess,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

105,Pharyngitis,"PITFALLS
If_viral_pharyngitis_is_suspected,_it_should_not_be_treated_with_antibiotics.
Acetaminophen_or_a_nonsteroidal_anti-inflammatory_drug_(NSAID)_(eg,_ibuprofen)_can_be_used_as_adjunctive_treatment_for_pain_or_fever.
Corticosteroids_(eg,_dexamethasone)_provide_symptomatic_relief_and_reduce_the_duration_of_symptoms.
Dexamethasone
Adults:_6-10_mg_intravenous_as_a_one-time_dose
Children:_0.6_mg/kg_by_mouth_as_a_one-time_dose_(maximum_single_dose:_10_mg)
Treatment_for_gonococcal_pharyngitis_is_as_follows:
Gonococcal_pharyngitis_requires_antibiotic_treatment.
Ceftriaxone_500_mg_intramuscular_as_a_single_dose_(1_g_intramuscular_as_a_single_dose_for_persons_weighing_>150_kg)
Treatment_for_infectious_mononucleosis_is_as_follows:
EBV-associated_mononucleosis_is_generally_a_self-limited_disease.
Treat_symptoms_with_analgesics_and_antipyretics_(acetaminophen_and_non-steroidal_anti-inflammatories).
Routine_use_of_steroids_is_not_recommended_but_may_be_considered_if_there_is_concern_for_impending_airway_obstruction_(single_dose_of_dexamethasone_0.6mg/kg_by_mouth_once).
PEARLS
Advise_against_strenuous_exercise_for_3_weeks_and_contact_sports_for_4-6_weeks_from_symptom_onset_to_reduce_the_risk_of_splenic_rupture.
Advise_the_patient_against_kissing_or_sharing_food_and_drinks_to_reduce_the_risk_of_virus_transmission_through_their_saliva.
Treatment_for_group_A_?-hemolytic_Streptococcus_is_as_follows:
Typically_self-resolves,_even_in_the_absence_of_antimicrobial_treatment,_although_antibiotics_may_reduce_the_duration_of_illness_and_are_often_prescribed_to_decrease_the_risk_of_suppurative_complications_and_acute_rheumatic_fever.
Choose_one_of_the_following_antibiotics:
Penicillin_VK
Adult_dose
500_mg_by_mouth_every_12_hours_for_10_days
Pediatric_dose_(based_on_weight)
Weight_ó27_kg:_250_mg_by_mouth_every_12_hours_for_10_days
Weight_>27_kg:_500_mg_by_mouth_every_12_hours_for_10_days
Amoxicillin
Adult_dose
500_mg_by_mouth_every_12_hours_for_10_days_or
1,000_mg_by_mouth_every_24_hours_for_10_days
Pediatric_dose_(based_on_age)
<3_years_old:_25_mg/kg/dose_by_mouth_every_12_hours_for_10_days_(maximum_dose:_500_mg)
ò3_years_old:_50_mg/kg_by_mouth_every_24_hours_for_10_days_(maximum_dose:_1,000_mg)_or_25_mg/kg_every_12_hours_for_10_days_(maximum_dose:_500_mg)
Penicillin_G_benzathine
Adult_dose
Give_1.2_million_units_(benzathine_penicillin_G)_intramuscular_as_a_single_dose.
Note:_This_is_the_extended-release_formulation_only_for_intramuscular_use.
Pediatric_dose_(based_on_weight)
Weight_ó27_kg:_Give_600,000_units_(benzathine_penicillin_G)_intramuscular_as_a_single_dose.
Weight_>27_kg:_Give_1.2_million_units_(benzathine_penicillin_G)_intramuscular_as_a_single_dose.
Note:_This_is_the_extended-release_formulation_only_for_intramuscular_use.
For_penicillin-allergic_patients
Adult_dose_(choose_one_of_the_following)
Clindamycin_300_mg_by_mouth_every_8_hours_for_10_days
Cephalexin_500_mg_by_mouth_every_12_hours_for_10_days
Pediatric_dose_(choose_one_of_the_following)
Clindamycin:_Give_7_mg/kg/dose_by_mouth_every_8_hours_for_10_days_(maximum_dose:_300_mg).
Cephalexin:_Give_20_mg/kg/dose_by_mouth_every_12_hours_for_10_days_(maximum_dose:_500_mg).
Note:_We_do_not_recommend_cephalexin_if_the_allergic_reaction_to_penicillin_is_anaphylaxis_or_another_severe_allergic_reaction.
Corticosteroids_(eg,_dexamethasone)_provide_symptomatic_relief_in_patients_with_group_A_?-hemolytic_Streptococcus_without_increasing_serious_adverse_events.
Adults_6-10_mg_intravenous_as_a_one-time_dose
Children_0.6_mg/kg_by_mouth_as_a_one-time_dose_(maximum_single_dose:_10_mg)
Children_should_remain_home_from_school_or_daycare_until_afebrile_for_24_hours.",General,Assess_for_signs_of_airway_compromise,Check_for_fever,Palpate_for_axillary_and_groin_adenopathy,The_presence_of_adenopathy_may_be_more_suggestive_of_infectious_mononucleosis,Thorough_head,eyes,ears,nose,and_throat_exam,Look_for_erythema_or_exudates_of_the_posterior_oropharynx,Assess_the_quality_of_the_patient?s_voice;_ask_the_patient_if_their_voice_sounds_normal_to_them,Look_for_bilateral_enlarged_tonsils_with_exudates,This_finding_can_prompt_a_higher_consideration_for_mononucleosis,Look_for_palatal_petechiae,These_can_be_present_with_strep_pharyngitis_or_infectious_mononucleosis,Neck,Assess_for_tender_lymphadenopathy,Anterior_lymphadenopathy_is_suggestive_of_strep_pharyngitis,Posterior_lymphadenopathy_is_more_common_with_mononucleosis,In_addition_to_anterior_cervical_lymphadenopathy,posterior_cervical_adenopathy_is_more_specific_to_Epstein-Barr_virus_(EBV)_pharyngitis_than_it_is_to_strep_pharyngitis,Assess_for_pain_with_range_of_motion,Patients_may_complain_of_neck_pain,but_a_painful_range_of_motion_is_not_routinely_found_with_pharyngitis._This_finding_should_increase_the_suspicion_for_a_deep_neck_space_infection_(Ludwig_angina,retropharyngeal_abscess,parapharyngeal_abscess,etc.),Palpate_the_abdomen_for_left_upper_quadrant_tenderness_and_splenomegaly,In_cases_of_infectious_mononucleosis,more_than_50%_of_symptomatic_patients_will_have_splenomegaly,Groin_and_axillary_lymphadenopathy_can_also_be_seen_in_infectious_mononucleosis,Genitourinary,If_indicated_based_on_history,examine_for_signs_of_sexually_transmitted_infections,Skin,Look_for_a_maculopapular_rash,A_rash_may_be_present_if_the_patient_was_treated_with_amoxicillin_while_having_infectious_mononucleosis,Note:_There_are_no_physical_exam_findings_that_reliably_differentiate_gonococcus_from_other_forms_of_pharyngitis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

106,Post-Tonsillectomy_Hemorrhage,"Airway_management_(eg,_rapid_sequence_intubation_with_a_cuffed_endotracheal_tube)_may_be_required_in_cases_of_severe_bleeding.
A_difficult_airway_should_be_anticipated,_and_airway_adjuncts_(bougie,_supraglottic_airway,_fiberoptic_laryngoscope,_multiple_suction_catheters,_and_surgical_airway_kit)_must_be_readily_available.
Resuscitate_patients_in_hemorrhagic_shock_with_blood_products._Obtain_at_least_2_large-bore_intravenous_catheters_and_initiate_a_massive_transfusion_protocol_administering_warm_products_at_a_1:1:1_ratio_of_red_blood_cells_to_plasma_to_platelets._Intravenous_crystalloid_solution_can_be_used_while_waiting_for_blood_but_should_be_limited_in_order_to_prevent_hypothermia_and_dilution_of_coagulation_factors.
Proper_illumination_(with_a_head_lamp,_a_laryngoscope_held_by_the_patient_or_assistant,_or_other_method)_is_key.
Positioning:_Keep_the_patient_upright_to_reduce_the_risk_of_swallowed_or_aspirated_blood.
Use_an_antiemetic_to_reduce_the_risk_of_vomiting:
Ondansetron:_based_on_weight
ó40_kg:_0.1_mg/kg_intravenous_(maximum_dose_4_mg)
>40_kg:_4_mg_intravenous
Dose_may_be_repeated_if_needed.
Hemorrhage_control_and_reassessment
Uncooperative_patients_or_those_with_significant_bleeding_may_require_intubation_and_operative_management.
PITFALLS
If_bleeding_has_stopped_or_is_minor_and_a_clot_is_visualized_in_the_operative_bed,_do_not_disrupt_the_clot.
Patient_should_go_immediately_to_the_operating_room_for_definitive_management.
Cooperative_patients_with_minor_bleeding_may_benefit_from_gargling_with_ice_water._If_this_approach_fails,_consider_cauterizing_the_site_of_bleeding_with_silver_nitrate_(with_caution,_as_excessive_cauterization_can_damage_underlying_structures).
PEARLS
For_significant_bleeding:
An_antiemetic_(eg,_ondansetron)_should_be_administered_to_minimize_vomiting_of_swallowed_blood.
Attempt_direct_pressure_with_a_hemostatic_agent.
Tranexamic_acid_500_mg_(5_mL_of_injectable_solution)_undiluted,_soaked_in_gauze_or_cotton_and_applied_directly_against_the_bleeding_site_using_Magill_forceps_for_10-30_minutes.
If_tranexamic_acid_is_not_available_epinephrine_1_mg/mL_solution_can_be_used.
Nebulized_medication,_eg,_nebulized_epinephrine_and/or_tranexamic_acid)_can_be_administered.
Racemic_epinephrine_2.25%_0.25_mL_nebulized_or
Tranexamic_acid
If_ó25_kg,_give_250_mg_(2.5_mL_of_injectable_solution)_over_2-3_minutes_via_jet_nebulizer_every_6_hours_until_bleeding_cessation.
If_>25_kg,_give_500_mg_(5_mL_of_injectable_solution)_over_2-3_minutes_via_jet_nebulizer_every_6_hours_until_bleeding_cessation.
Intravenous_tranexamic_acid_may_be_given_in_addition_to_above.
Tranexamic_acid_10_mg/kg_intravenous_over_10_minutes_every_8_hours_(maximum_dose_1000_mg).
There_is_a_concern_that_intravenous_tranexamic_acid_may_not_reach_therapeutic_saliva_concentration_for_antifibrinolytic_effect.
PERSPECTIVES
We_recommend_a_stepwise_approach_to_control_bleeding,_with_initial_direct_pressure,_then_nebulized_racemic_epinephrine_2.25%_0.25_mL,_immediately_followed_by_nebulized_tranexamic_acid,_and_if_needed_intravenous_tranexamic_acid.
Desmopressin_(DDAVP)_may_be_considered_in_addition_to_above,_especially_in_children,_due_to_the_possibility_of_previously_undiagnosed_von_Willebrand_disease
0.3_æg/kg_in_50_mL_0.9%_sodium_chloride_intravenous_infusion_over_20_to_30_minutes.
